"C:\Program Files (x86)\JetBrains\PyCharm 2016.1.4\bin\runnerw.exe" C:\Python27\python.exe C:/Users/diego/OneDrive/Projetos/sistema_contabil/manage.py runserver localhost:8000
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 14:57:29] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
Performing system checks...

System check identified no issues (0 silenced).
January 26, 2017 - 14:58:10
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
[26/Jan/2017 14:58:20] "GET /entidade/adicionar/ HTTP/1.1" 200 280462
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 14:58:20] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 14:58:52] "GET /entidade/adicionar/ HTTP/1.1" 200 280458
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 14:58:53] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 14:58:56] "GET /entidade/adicionar/ HTTP/1.1" 200 280458
[26/Jan/2017 14:59:24] "GET /entidade/adicionar/ HTTP/1.1" 200 280458
[26/Jan/2017 14:59:24] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:24] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:24] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:24] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 14:59:25] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 14:59:49] "GET /entidade/adicionar/ HTTP/1.1" 200 280452
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 14:59:50] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /entidade/adicionar/ HTTP/1.1" 200 280553
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:35] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 15:04:36] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /entidade/adicionar/ HTTP/1.1" 200 280556
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:46] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 15:05:47] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 15:05:47] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
Performing system checks...

System check identified no issues (0 silenced).
January 26, 2017 - 15:09:02
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
[26/Jan/2017 15:09:03] "GET /entidade/adicionar/ HTTP/1.1" 200 280570
[26/Jan/2017 15:11:15] "GET /entidade/adicionar/ HTTP/1.1" 200 280671
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/angular-1.5.8/angular.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/scripts/padrao/controle_componentes.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[26/Jan/2017 15:11:15] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[26/Jan/2017 15:23:28] "GET /entidade/adicionar/ HTTP/1.1" 200 280972
[26/Jan/2017 15:23:28] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
