"C:\Program Files (x86)\JetBrains\PyCharm 2016.1.4\bin\runnerw.exe" C:\Python27\python.exe C:/Users/diego/OneDrive/Projetos/sistema_contabil/manage.py runserver localhost:8000
[04/Sep/2016 23:34:42] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:42] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:42] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:34:43] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[04/Sep/2016 23:34:44] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[04/Sep/2016 23:39:23] "GET /entidade/adicionar/ HTTP/1.1" 200 356582
[04/Sep/2016 23:40:01] "GET /entidade/adicionar/ HTTP/1.1" 200 356578
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:01] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:02] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[04/Sep/2016 23:40:03] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[04/Sep/2016 23:40:03] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
[04/Sep/2016 23:43:16] "GET / HTTP/1.1" 200 14463
[04/Sep/2016 23:43:34] "GET / HTTP/1.1" 200 14463
[04/Sep/2016 23:43:39] "GET /entidade/adicionar/ HTTP/1.1" 200 356578
Performing system checks...
System check identified no issues (0 silenced).
September 04, 2016 - 23:48:35
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
System check identified no issues (0 silenced).
September 05, 2016 - 00:07:59
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
[05/Sep/2016 00:11:48] "GET / HTTP/1.1" 200 14463
[05/Sep/2016 00:11:51] "GET /arquivos_estaticos/icones/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780
[05/Sep/2016 00:11:53] "GET /entidade/adicionar/ HTTP/1.1" 200 356600
GET PAGE
[05/Sep/2016 00:14:42] "GET /entidade/adicionar/ HTTP/1.1" 200 356600
GET PAGE
[05/Sep/2016 00:30:44] "GET /entidade/adicionar/ HTTP/1.1" 200 357006
GET PAGE
[05/Sep/2016 00:35:55] "GET /entidade/adicionar/ HTTP/1.1" 200 357254
[05/Sep/2016 00:35:55] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:55] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:55] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:56] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:57] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[05/Sep/2016 00:35:58] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[05/Sep/2016 00:35:58] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
GET PAGE
[05/Sep/2016 00:36:23] "GET /entidade/adicionar/ HTTP/1.1" 200 357340
GET PAGE
[05/Sep/2016 00:36:53] "GET /entidade/adicionar/ HTTP/1.1" 200 357170
[05/Sep/2016 00:36:53] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:54] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[05/Sep/2016 00:36:55] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
GET PAGE
[05/Sep/2016 00:38:34] "GET /entidade/adicionar/ HTTP/1.1" 200 357139
[05/Sep/2016 00:44:01] "GET /protocolo/emitir_protocolo HTTP/1.1" 301 0
[05/Sep/2016 00:44:01] "GET /protocolo/emitir_protocolo/ HTTP/1.1" 200 31307
[05/Sep/2016 00:44:02] "GET /arquivos_estaticos/jquery/jquery.maskMoney.js HTTP/1.1" 200 10578
GET PAGE
[05/Sep/2016 00:45:00] "GET /entidade/adicionar/ HTTP/1.1" 200 357139
GET PAGE
[05/Sep/2016 00:48:57] "GET /entidade/adicionar/ HTTP/1.1" 200 356939
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:57] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:58] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[05/Sep/2016 00:48:59] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[05/Sep/2016 00:48:59] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
GET PAGE
[05/Sep/2016 00:49:26] "GET /entidade/adicionar/ HTTP/1.1" 200 356966
[05/Sep/2016 00:49:26] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:26] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:26] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:26] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:27] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:28] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[05/Sep/2016 00:49:28] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
GET PAGE
[05/Sep/2016 00:49:40] "GET /entidade/adicionar/ HTTP/1.1" 200 356965
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:40] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:41] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:42] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 304 0
[05/Sep/2016 00:49:42] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 304 0
GET PAGE
[05/Sep/2016 00:49:51] "GET /entidade/adicionar/ HTTP/1.1" 200 356966
[05/Sep/2016 00:49:51] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:51] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[05/Sep/2016 00:49:52] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
